name,link,images,description,address,distance_to_city_center,star,rating,num_reviews,price
GINN City & Lounge Yorck Berlin,https://www.agoda.com/en-gb/ginn-city-lounge-yorck-berlin-new/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=1&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/361581256.jpg?k=e4625ec2f804e54369142c250b720b6fc43d25e5780ea168a53b0157d04d31c4', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/374989502.jpg?k=e8829aa4119e3797cb8d6c79545d8450afb620e632925a8549d153056e095371', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162548.jpg?k=bc48d80ae742d8028abf289591f2105e7463777bcdb21381df7e3823186e7cfc', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162543.jpg?k=cd818c3a1c52eab6e696ded0815cc35d6443b47df1dc8962109164488876f85d', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162544.jpg?k=7c34f34dca7a107c9fd5064cec4634126ca9858f7277606657e7fd1b9068b2ab', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162550.jpg?k=eba3081b5bb91158aa020c72c19a5d088dba67bef21d7670d818ce9b8ec99191', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162539.jpg?k=4424a8b00cbf0e3f7dd72e877a6f4a9893fa80e766bc218f81f8c4c3ba1f4cd7', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162545.jpg?k=f3d466330b9e165c2169bc184cba1155feb0c32605efa62ff3ea6b4ae715c1ac', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/389162540.jpg?k=51dc47e189eb16746e62d6e276e3ff592b5e52f4b0bac77f9ffef9c296ffcea2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/374987181.jpg?k=3482a126c0f26a63b1688e211210176f1b5b1e5dafed52bedf6f878f2bf54602']","Conveniently situated in the Kreuzberg part of Berlin, this property puts you close to attractions and interesting dining options. This 4-star property is packed with in-house facilities to improve the quality and joy of your stay.","Möckernstr. 49, Kreuzberg, Berlin, Germany, 10965",1.2,4.0,8.9,3741,81.0
Happy Hotel Berlin,https://www.agoda.com/en-gb/happy-hotel-berlin/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/274507851.jpg?k=bef5ec5a0789ee1b822e07e5c14014c23f60a97e25423e97a813af28855802cf', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/274516846.jpg?k=8e45fb8d5180cc3aa04d9868030e42d4d653b0ca148c0719b5d42cb4e4ef57e0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337076.jpg?k=e26273d3753b532c4f8cf3af5f31a5ce6b25133367346a1f2c8b4082624b3459', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337022.jpg?k=561f89f6343b22ecee7bc589ec8df3267680046d5aac52937ccf360a62bab16d', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337059.jpg?k=84b7b3c41638a07034dcccaabf76a86af2cc129af91ef809bb9cdbae5eefa569', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/256133560.jpg?k=de695ea0baf5923af3354734f1f84a63fc7212d0a4c90a3df8bfb3413cae30ad', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/274507915.jpg?k=d48513d2ba31c0089f09dfddc34d46be7ef1dc3aa69574e0b9779e53b9334fcf', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/258337084.jpg?k=59e7b602488a6cb305902ba91d1884ad929c49454c6c1ce42cfadc1024e27159', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/256133561.jpg?k=ff6ee98721839200565b3a601ab60391920dbaab646553ad8d4f85cba821995f', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/274516854.jpg?k=c877e8621e5da0bb4d31fdfc9a06088a2009a3fc6d81e42cd63afdd8e990bc48']","Conveniently situated in the Schöneberg part of Berlin, this property puts you close to attractions and interesting dining options.","Grunewaldstraße 33, Schöneberg, Berlin, Germany, 10823",1.2,2.0,7.4,2489,70.0
Hotel Domicil Berlin by Golden Tulip,https://www.agoda.com/en-gb/hotel-domicil-berlin-by-golden-tulip/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=9&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/5875929/0/7f4e6ed0a39216004c22b7e674751bb4.jpg?ca=9&ce=1', 'https://pix8.agoda.net/hotelImages/5875929/461779411/92f1760283f1c887bcc282d27d24fbb4.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/6415ee691feb73dd53ce29b0b9e24d4c.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/ea2b9ce3eaf9b7398a3c88268b55a7b3.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/7fa5878787ab392132fe4696123bfddb.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/2802584/0/6dbb86b18d0569dc1672b5bece16af7f.jpg?ca=7&ce=1', 'https://pix8.agoda.net/hotelImages/5875929/0/a31738aebd71b248a491160f876e0063.jpg?ca=9&ce=1', 'https://pix8.agoda.net/hotelImages/5875929/461779407/1bc0bd59d1fbf235474b87c5dc362a23.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/5875929/0/de97ce28b64802eb5e7481ff6b63c6b4.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/112975725.jpg?k=fe72018a4352833f9b765cc59d54b7eda15dae8d3d06f122544aee8f4f85c4ab']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Charlottenburg part of Berlin, this property puts you close to attractions and interesting dining options. Rated with 4 stars, this high-quality property provides guests with access to massage and restaurant on-site.","Kantstraße 111A, Charlottenburg, Berlin, Germany, 10627",0.5,4.0,8.1,2743,76.0
Motel One Berlin-Alexanderplatz,https://www.agoda.com/en-gb/motel-one-berlin-alexanderplatz_5/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/37494031/0/2133c36566db9cffaf18600df56608a6.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/494815642.jpg?k=4d08f35f1afdc3ca39bc219f7e6541637e5fe6f9a2d588bd98bb3c31929b08e4', 'https://pix8.agoda.net/hotelImages/37494031/0/6b24461c906e6e65d894a1b51abbee77.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/37494031/0/34dc9d3608aaf882aae859fc5220d33b.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/562292665.jpg?k=36b5a6625bff1cc152f3490322c024e4b12def4d597d31a180792101019ace62', 'https://pix8.agoda.net/hotelImages/37494031/0/48b7782603ac4cce5436250aff89e495.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/37494031/0/59463353ba63ed9461b6af15b7fc848f.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/37494031/0/1f263f94580d7942cba7af658efec0cb.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/494815687.jpg?k=2c676eeb331c991ad147ae62e959dcacbd08b9f55dd3d32c53378b0935cee119', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/482035916.jpg?k=1805d702efb428eb33800d827d1e3365c442d8644ef8a8e7604fd37b29aeb529']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Strategically situated in Mitte, allowing you access and proximity to local attractions and sights. As an added bonus, restaurant is provided on-site to conveniently serve your needs.","11 Grunerstraße, Mitte, Berlin, Germany, 10179",0.0,3.0,8.6,216,106.0
AR City Hotel Berlin,https://www.agoda.com/en-gb/ar-city-hotel-berlin/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/77205445/0/4289991e79612cea6731e3523eaaa8f6.jpg?ce=2', 'https://pix8.agoda.net/hotelImages/77205445/0/4d2d8465b354ed61951b7f1162c8645e.jpg?ce=2', 'https://pix8.agoda.net/hotelImages/77205445/0/8f5e668b4d2b14dc6bb701310e92a42d.jpg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/746172993.jpg?k=5342609abf0c92d743994c42af6c71017f08ad53b6a3e5a320cf163161f1dd04', 'https://pix8.agoda.net/hotelImages/77205445/0/356f3733ea41ef9af82a8bb2013baa59.jpg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/668603085.jpg?k=bc6844e393784bd9ebfc1b5d5a4621dc51bf36cac0bd25106e35067a90827605', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/746172565.jpg?k=cf6cf4c929df30b6dde61c7b000ac65c0004454ae84f7ec69f528293d424bf39', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/746172560.jpg?k=93a7f73c6340929348cf9879f56eef86d0143ba68a005e47c2d359ee8ff93bd0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/746172562.jpg?k=6a048735be582dfe6bfa5da6d79fb0dc483cf624a755bf6a2339bd095548f7c3', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/673847223.jpg?k=d7e0c065edc5c87ac67cc4910e1ab85e1a5507d5dd153c01e0c4b7a8e71d406b']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Wedding part of Berlin, this property puts you close to attractions and interesting dining options. This 3-star property is packed with in-house facilities to improve the quality and joy of your stay.","Provinzstraße 16, Berlin, Wedding, Berlin, Germany, 13409",2.1,3.0,7.1,286,98.0
Dorint Kurfurstendamm Berlin,https://www.agoda.com/en-gb/dorint-kurfurstendamm-berlin/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=5&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/498280135.jpg?k=9f2bd17f5cf27941d738a5f2619bf22d2e76fcc3aa061513b3b4f06fefbc58ec', 'https://pix8.agoda.net/property/61334373/0/cf5079565f9960e45f4095ceaf9e994c.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/552366984.jpg?k=e303b6b2a17c15c5f54cf13a82382061089282c14063bd46f44cc7eb344cd954', 'https://pix8.agoda.net/property/3273321/0/e070ec56d234f077f22d66616a4b04ec.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/552366948.jpg?k=275f806438dba94e168761e0d0e326dcbf0d15d30184f6cebd5a89fe9ed348c1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/276426493.jpg?k=7b03e5c8bc8b88cea15281cff42a10680740a7497f8ba19f58c0e7b5bbd45880', 'https://pix8.agoda.net/property/77653352/0/daa5abc59870eea91bbc9357ceff2aae.jpeg?ce=2', 'https://pix8.agoda.net/property/3273321/0/830988b18b7aac1e8c839b9892647c52.jpeg', 'https://pix8.agoda.net/property/3273321/0/2674007b5b5888c1ef94d0a9a206ea85.jpeg?ce=0', 'https://pix8.agoda.net/property/61334373/0/8ad2385882362c1e10a1135782ca8db8.jpeg?ce=0']","Discover the stylish Dorint Kurfürstendamm Berlin, located in the elegant Charlottenburg district. Guests will appreciate the proximity to landmarks such as Kaufhaus des Westens (just 660 meters away) and Zoo Berlin (701 meters), making it ideal for both shopping sprees and family adventures. Enjoy a luxurious breakfast experience with options for in-room service or a convenient takeaway, followed by a soothing steam room session. Each room is designed for comfort, featuring private balconies or terraces, in-room safes, and refrigerators, with select accommodations offering delightful outdoor views. Perfectly suited for two travelers seeking both comfort and convenience. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Augsburger Str. 41, Charlottenburg, Berlin, Germany, 10789",0.0,5.0,8.9,4890,104.0
Locke at East Side Gallery,https://www.agoda.com/en-gb/locke-at-east-side-gallery/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/43366644/-1/683e427bc3da286d73749c2e505bbd33.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/43366644/726142131/2b762b24986c7c01737bef074881f96e.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/751893496.jpg?k=76f53191502340ef14b35e31b909fd49c95ad6024b5fa1a03d0d7601d0a789cf', 'https://pix8.agoda.net/hotelImages/43366644/-1/3c82b0dae12bc42e3a0988ad72e5ba85.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/587179495.jpg?k=53a502645591f6cf73a33247639cdc96ab5d07a1964fb82dfb5723b2f5905bd5', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/587179477.jpg?k=692dfcf705696384378bfd890b6a117e54f5471138b0cadcf6cc13b57f35c433', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/587179488.jpg?k=050c0a3ad595bd43793e5cd70ea2ae8b643ebd3e4e2940e594a68f1629ade10a', 'https://pix8.agoda.net/hotelImages/43366644/-1/d2d802e697db532ea0a07c463993b520.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/587179475.jpg?k=73863f26d24d85bb7b07572d69145e03df9934f71d5114d07ab400793b32fca9', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/487621793.jpg?k=a8ec167e419449353b380b9a5c6c1fcfbc00bd6a8a4d2af2b60d81546ec54f68']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Friedrichshain part of Berlin, this property puts you close to attractions and interesting dining options. Rated with 3 stars, this high-quality property provides guests with access to restaurant and fitness center on-site.","61-66 Mühlenstraße, Friedrichshain, Berlin, Germany, 10243",0.044,3.0,9.3,2676,94.0
Seminaris CampusHotel Lifestyle + Design Berlin,https://www.agoda.com/en-gb/seminaris-campushotel-lifestyle-design-berlin/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=9&los=4&searchrequestid=70d176ee-4dcc-4ecb-a0a7-fd0cd79313cd,"['https://pix8.agoda.net/hotelImages/115559/0/094cc0e9a3b0747f2dd30d73c81a8587.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/190726112.jpg?k=0285aeafcb159a000c209b3d0300e42bce3d3c8d3c25d16f59ecd79625b415ec', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/269517755.jpg?k=9850cbe22ab2fb41584a69ee317165e0cec9ead3245fbaf7ad49bc89f531af48', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/261240218.jpg?k=1c0f101dfeb726aae6c8263330ba5fd5d6544ce85d0b1e0006b4bd9c3c3adf41', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/307165047.jpg?k=686719cf6ab7038f2d61818bb58059916bcc6ef8812a81d0c5253e641e8f586a', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/307165253.jpg?k=a6cb41f0999e9e0da8c2cc1af5bd590a9936906a2891d7f9ffdac2e795979b4e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/190724736.jpg?k=eb28ff52a006625cc665f38f8a9058147a6faa9fead0da07e1799606c2e526af', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/269517544.jpg?k=12176fad573670e66dc597ccccfae0f143fd462a2ccdf96f052b136dfacd8aaa', 'https://pix8.agoda.net/hotelImages/8546430/0/fd537b2e0ec576e827a3fc5137feda0c.jpg?ca=9&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/190725488.jpg?k=8d3f6a24b477a5d90bea8541aeff3e823b2761af31d191aafcd3d2678573eddf']","Nestled in the serene Steglitz-Zehlendorf district of Berlin, Seminaris CampusHotel Lifestyle + Design offers the perfect haven for two travelers. Surrounded by lush parks and charming lakes, the hotel is steps away from Freie Universität Berlin and features easy access to a nearby U-Bahn station. Modern air-conditioned rooms ensure comfort, complete with an in-room safe and refrigerator, while select accommodations treat guests to stunning city views. Guests can unwind at the cozy bar, recharge in the sauna, or savor a generous breakfast buffet. A beer garden and convenient food delivery service enhance the experience, making the stay truly memorable. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Takustrasse 39., Steglitz - Zehlendorf, Berlin, Germany, 14195",5.0,4.0,8.3,1274,89.0
Lux 11 Berlin Mitte,https://www.agoda.com/en-gb/lux-11-berlin-mitte/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://pix8.agoda.net/hotelImages/115/115550/115550_14041416510019070614.jpg?ca=2&ce=1', 'https://pix8.agoda.net/hotelImages/115/115550/115550_17040617270052167866.jpg?ca=13&ce=1', 'https://pix8.agoda.net/hotelImages/115550/-1/6d62221dfda94b99cf57f459b363d31e.jpg?ca=0&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/201794404.jpg?k=f49009254d1e8388f5b3f42f2811c0d515e9d75c90fcf39ee5880967d6da23ba', 'https://pix8.agoda.net/hotelImages/115550/-1/901adb5129d1a2c3e406e104bc06bfa1.jpg?ca=0&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/102832799.jpg?k=7d885ab32555020a5a4cd56e2de888063388c7a6aee0141bf32f79e0b2b217c4', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/548844576.jpg?k=5ff3a6579652e2b264f4056f3886885a28602a4f0420f089d12783dbdd958706', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/201794642.jpg?k=61b38df3cefcff01b916a1092c02333a84f24d9c87a2c27b21a8d6d29319672b', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/201794658.jpg?k=eb96637c8f990c6845e9125a3cf8f958bd77c3b60cf26cc6679b8f02d1463243', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/514409017.jpg?k=9aa1a7710a1c89beb9132348166a35a8860968db5d79adceca300674be80391f']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Strategically situated in Mitte, allowing you access and proximity to local attractions and sights. As an added bonus, fitness center is provided on-site to conveniently serve your needs.","Rosa-Luxemburg-Str. 9-13, Mitte, Berlin, Germany, 10178",0.0,4.0,8.7,2859,97.0
Vienna House by Wyndham Andel's Berlin,https://www.agoda.com/en-gb/vienna-house-andel-s-berlin/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=1&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://pix8.agoda.net/hotelImages/149/149912/149912_15081420390034311861.jpg?ca=5&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/113772728.jpg?k=504f8193311e8156b12b7b877f232727dba40a9c77436d410615510f6c1d26dd', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/512646758.jpg?k=d783a44c4da4ec808b8760bff0a2e3b2f508fd5a79ee355cc32cdca4749ef4fd', 'https://pix8.agoda.net/hotelImages/38031546/0/327e3cedad3fad981a762cc75c9001b6.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/68002337.jpg?k=4fe5f1bb4494b73f279f07395d62927ca24ea18bddcdf7b01846a163726be93e', 'https://pix8.agoda.net/hotelImages/38031546/0/0eb2eac74c25ff536e164d6fa4ec4446.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/512646546.jpg?k=3fa2f3842ca6303361012016550ee808fb036fdd62bf312ee875a2a039b6e1fb', 'https://pix8.agoda.net/hotelImages/38031546/626972915/46561d3c34f168a4b74321e6e9dfec78.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/77386711.jpg?k=3002a877f46265da26c95eed240a3b32710d0acf21795af4fbbb576fe15e34c7', 'https://pix8.agoda.net/hotelImages/38031546/0/c18b99e3bf37064c10ad56ece0023559.jpeg?ce=0']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Prenzlauer Berg part of Berlin, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor). Rated with 4.5 stars, this high-quality property provides guests with access to massage, restaurant and hot tub on-site.","Landsberger Allee 106, Prenzlauer Berg, Berlin, Germany, 10369",1.9,4.5,8.6,516,84.0
Eurostars Berlin,https://www.agoda.com/en-gb/eurostars-berlin/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/120198181.jpg?k=d59e1be2d3f17af84013cc282fc5a872ef5d5939e2f9542a110255c92ff42fb0', 'https://pix8.agoda.net/property/250734/1133045183/9bc60b2eef16a0a5809399125ca06b78.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/250734/-1/c998c59f0626803952d597bc95788983.jpg?ca=6&ce=1', 'https://pix8.agoda.net/hotelImages/250734/-1/68db8ab42ab0e53118b0dd6ec69d58cc.jpg?ca=6&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/527935008.jpg?k=cee00f2485283d7ca12730feac6c04b70b18e764625631d365a55c4133cee45d', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/120198379.jpg?k=1a39eef81da0518e0a9c3cf4559984523d6a88f3772eefd94c3a7123440c3c72', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/120198398.jpg?k=a57c7436fd594ee7a6870722c8529303702d063021ea7e39913397cf881e4a68', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/120198224.jpg?k=339f4b372aa57990d203ee482d2a5827d7501c43a02e15f9e5a2bbc8c026e337', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/120198347.jpg?k=ea90157abce48c5afab68870248411ca18a1801df73e09a37bc6c4378674d9fe', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/120198354.jpg?k=ff8c8c9c8f7f1b12a1d1146b2876775319b643e93e006edaeb4ce916f592f7c9']","Located in Berlin's vibrant Mitte, Eurostars Berlin is the ideal choice for two travelers seeking comfort and convenience. This luxurious retreat is perfectly positioned near historic landmarks like Brandenburg Gate and is just a stroll away from the bustling Mall of Berlin. Guests can unwind in spacious, elegant rooms that offer private balconies or terraces, air-conditioning, and complimentary wireless internet. The hotel boasts superb amenities such as an indoor swimming pool, a steam room, and a delightful breakfast buffet. Proximity to Friedrichstraße station ensures easy city exploration. Discover cultural richness and modern luxury at Eurostars Berlin. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Friedrichstr. 99, Mitte, Berlin, Germany, 10117",0.0,5.0,8.7,6772,122.0
