name,link,images,description,address,distance_to_city_center,star,rating,num_reviews,price
Hotel ROMY by AMANO,https://www.agoda.com/en-gb/hotel-romy-by-amano/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=1&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/338625712.jpg?k=7250e99265e641cce6c77d08134c49ff8fd599c0e66fb080ac3eda5643762c3c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/338626250.jpg?k=0a9f7790c2f59c2970e5e876a2bcd47cb1c278e988a1e2c90f944b09a5a7661e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/665374917.jpg?k=faf57e9d24161fb4ffed6a3cd2cd41e38f0a96ba5d3f27acd0dba8a88a1731d5', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/665378726.jpg?k=119284ff69c4929c0af2bca01118566d71fc8ca2ca8db1d1bef5e66c9d6f1d18', 'https://pix8.agoda.net/property/38977950/0/23d6bb31320bfc80375571fde444a2f5.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574686333.jpg?k=58255a8038c5e09c1e9be6e5ce36189d840e6d76ccd8cc8d39ad8e2a0f056c1b', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574686127.jpg?k=1c939acf998d2c4c09c473ad9938f3a730683e7505a0687e1ff87ba135842267', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574686778.jpg?k=10d1087742602e0504ee311747bcbab2ad9e1469c1ac032ff9f8c4663ba2e520', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574686723.jpg?k=4906bf6295ce612b4d2c38de7801454f9b7830103c8aa7e1ae24f993212f3220', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/665380951.jpg?k=0ece50d3fd24cfdbf6e139bdfa34a4508e00459f03aeaec3521404ef177b3aac']","Conveniently situated in the Mitte part of Berlin, this property puts you close to attractions and interesting dining options.","Invalidenstrasse 53 A, Mitte, Berlin, Germany, 10557",0.0,3.0,8.9,182,81.0
Hotel the YARD,https://www.agoda.com/en-gb/hotel-the-yard/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/703503364.jpg?k=e8a0a12d5865c7e95616df7eb037d8bcd16f7307ceddad28baa5147cdf70f420', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/159820799.jpg?k=d7f9bc4a837123f9004c49781b148dc9718b76a622bd8a13fdee7cd4f1f97c4d', 'https://pix8.agoda.net/hotelImages/5814758/0/2ca07b6ed8799b44e77ae0f699001b62.jpg?ca=9&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/159819459.jpg?k=27b3670b099d4847e4139ffd4031cea2ae49270ae15e58aa47639052563532bd', 'https://pix8.agoda.net/hotelImages/5814758/0/89f8dfe6fa292f38e316e005c6720a6d.jpg?ca=9&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/104715770.jpg?k=ffd9017fd5c359b7d8f8b16f79cff2ef206e8f2659c5bbf23000fb1b12980005', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/159944333.jpg?k=a8bd859a33d1d5f3aa9f96ad7546e06c2497c2958e1af2333453591157b3c90c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/703503539.jpg?k=f952f1e843b08c67f2d3b0a3a88cf7e5ce932787fa0e52b8a2a1c660c39ba8e5', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/706329507.jpg?k=cddba870045f1f6dec09703dc89d8f3c1e971b14157210ab99caa2f88daa1a7a', 'https://pix8.agoda.net/property/13827957/0/52767f28bf17df96cca804604a34ca8f.jpeg']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Kreuzberg part of Berlin, this property puts you close to attractions and interesting dining options. Rated with 4 stars, this high-quality property provides guests with access to restaurant, fitness center and indoor pool on-site.","Alexandrinenstraße 125, Kreuzberg, Berlin, Germany, 10969",0.8,4.0,8.5,1805,84.0
InterContinental Berlin By IHG,https://www.agoda.com/en-gb/intercontinental-berlin/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=5&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://cdn6.agoda.net/images/icons/mega-sales.svg', 'https://pix8.agoda.net/hotelImages/4874834/1154085467/6755e87283ec8cd83d115b4054a613f5.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/731167965.jpg?k=a190579ccc210575d057d2f27dcad8d775c45c34f64583359e61b63510c37045', 'https://pix8.agoda.net/hotelImages/4874834/0/1d181673717e7b9975cc6f5090bee7fa.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/426747994.jpg?k=5eb99cb82eac5d74c464e7825b1df3512fc406f6c78b0e0e138f79765810a563', 'https://pix8.agoda.net/hotelImages/4874834/0/be50908ffe7f85b183132e453ccd6cfc.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/4874834/0/1d77ee33b97b73ffd76b6509b68fb899.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/266867654.jpg?k=46d78b992481fabc2278b214cea68040264ca4675888da867dac5319b0ba1d3b', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/748416136.jpg?k=4d11952eb58dec4cc16ef8293b7ab60924f5a0301b7b2e5125e283e8e808e30e', 'https://pix8.agoda.net/hotelImages/4874834/0/8bef7f0543ad070916d8c42b4ebcf834.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/115563/-1/210821f9736db8169e699ce3d3b94638.jpg?ca=7&ce=1', 'https://cdn6.agoda.net/images/icons/mega-sales.svg']",,"Budapester Strasse 2, Tiergarten, Berlin, Germany, 10787",0.0,5.0,8.9,5045,113.0
easyHotel Berlin Hackescher Markt,https://www.agoda.com/en-gb/easyhotel-berlin-hackescher-markt_6/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/411705919.jpg?k=dca277ea5eecd21ea23bf1a3c0d2848da6880b4beb758dafe9f0678b3bfb7431', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/411709367.jpg?k=0c85a2e5aaf888d4ffdfa68b9d0f594b09b826e984ffa717a7d27953fb378ea6', 'https://pix8.agoda.net/hotelImages/6811405/0/163d0af50056b88d7398311f9f16e502.jpg?ce=2', 'https://pix8.agoda.net/hotelImages/6811405/0/e9078ee0f70f245557678215f921725f.jpg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/290480719.jpg?k=ed129faf1966962e8ad2ce1678fff99f901c908ead1a4eaf88de68cf365d4edc', 'https://pix8.agoda.net/hotelImages/6811405/0/c5c13835d971486ff9d1dcf098a36e43.jpg?ce=2', 'https://pix8.agoda.net/hotelImages/6811405/0/3e63f155545ac450efc5a15cebf203fe.jpg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/290480158.jpg?k=40dc170a183ccd0a5ca47271c7b821d3834bb11c3994b405573fe9393a27afc0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/290734593.jpg?k=2f4eb00cb9f871108c34b40059267d719db139d42320ce07558b6675bb57b5c9', 'https://pix8.agoda.net/hotelImages/6811405/1188435375/28f2b831555663dc65e6390a1a037ddc.jpg?ce=2']","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Strategically situated in Mitte, allowing you access and proximity to local attractions and sights. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor).","Rosenthaler Straße 69, Mitte, Berlin, Germany, 10119",0.0,2.0,8.1,11358,59.0
Estrel Hotel,https://www.agoda.com/en-gb/estrel-hotel/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://pix8.agoda.net/hotelImages/4895143/0/c9e038a621359fce9ce36649a260f9ce.jpg?ca=9&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/265798618.jpg?k=d62b6e89cd206a486903781814e21ae5947f6f1ab2575047f0fdf89a02278090', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/130767567.jpg?k=528b803722ac5a9268d24679505fd32dd66a3f5ec96c59f619ee5d96eebd4906', 'https://pix8.agoda.net/hotelImages/4895143/0/8ad6054efa649eb5046d1dd904706270.jpg?ca=9&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/112990935.jpg?k=5393ea80a983a1486c55f475cfe94fba3804e1cb3d1bc3c0d114dfc8215ee12a', 'https://pix8.agoda.net/hotelImages/111/11129/11129_15063014010031275477.jpg?ca=4&ce=1', 'https://pix8.agoda.net/hotelImages/4895143/0/2d1335ae81904012dd063e5969c672c2.jpg?ca=9&ce=1', 'https://pix8.agoda.net/hotelImages/11129/-1/a673f7294e6b17e65d2f1dcea55175f9.jpg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/130767565.jpg?k=070aa7b5c49653dce7ec8cbfc00c34c07a32ca0e36b9de3904d582aaa9ce5ad2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/130767625.jpg?k=487e413675e729c1d4e1d7d21521a52e9da986dd78489cbf9f76413060601893']","Estrel Hotel, located in the vibrant Neukölln district, offers travelers a blend of luxury and cultural flair. Guests can unwind with amenities like a steam room and food delivery services, ensuring relaxation after exploring. Each room features air conditioning, complimentary Wi-Fi, and quality toiletries. Nearby, Treptower Park provides beautiful walks and outdoor spaces. Enjoy a delightful breakfast buffet in a spacious dining area adorned with vibrant art. With easy access to public transport and scooter rentals, discovering Berlin is convenient and exciting. [Some content may be Generative AI assisted. Inaccuracies may occur.]","Sonnenallee 225, Neukölln, Berlin, Germany, 12057",4.1,4.0,8.5,8583,102.0
Hotel AMANO Rooms & Apartments,https://www.agoda.com/en-gb/hotel-amano-rooms-apartments/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=2&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/303691051.jpg?k=f1ea16dc0e3fc8d24a03cc78b99cbe00420977c3cd0b9b703025948ff7b17904', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/162298836.jpg?k=6a5162a86e441b9e02d356d9c99f46930d7b19984cb438117241f290b0b8d66c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/43854317.jpg?k=9272bc3dbaf03ba0cd6c5f79f1ef9ad5b083a98d178b569ab0115f92261522f6', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/365546234.jpg?k=89887cd352af4bdac41d671dad287c3bc82c2b05d0039dc6bb4aae446e6e1a51', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/43933214.jpg?k=738c5633b76fb6d1671a2e9232493a03a1252554e5020a2069aa270129ebd94f', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/62664998.jpg?k=85ade1617b0f0c8eaf496b217cb08971c2cad08df8a62dba1be6fa15e23a73cc', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/738080099.jpg?k=1df0671a0964d9b5971f08f2169b5beafa4f11efc3a0a90c98c423bffb516590', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/9174513.jpg?k=9c83aad319315965505aa06e9824d234f4e03c68533f090c92db0bab4606bef3', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/365546237.jpg?k=cadffb814739235e3e9ff4058b597b7536b04c2321789f6c3e82bcc77839719e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/265793090.jpg?k=b800dfe224daea1aad311930aea058ef22b31d9e0c36e03af6b428757776f33f']","Conveniently situated in the Mitte part of Berlin, this property puts you close to attractions and interesting dining options. This 3-star property is packed with in-house facilities to improve the quality and joy of your stay.","Auguststr. 43/Ecke Rosenthaler Str., Mitte, Berlin, Germany, 10119",0.0,3.0,8.7,4715,77.0
EASY Lodges Berlin,https://www.agoda.com/en-gb/scube-park-columbia-berlin_4/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/738679740.jpg?k=ac8c2548327eaa528e6fb829b5e3158ebb1bcfaaef925f7df1e89001ef9533aa', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/738682087.jpg?k=d7496b895f3a1ff3c31c7404fa2669ecb05e57f4c53b166423c3df729eda514e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/738682046.jpg?k=63a2b2de9f2b9611c20094e3dc12c481a0bca4456a7617ad5353bd941ff7eebe', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/738682073.jpg?k=2597deefa870e28729b983ff4b2ed92013f71b7e89ddfe39b72a97f681bec0c9', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/738682199.jpg?k=c92439f21033639f3447d7e040c3384ccd1070e83e307bd94946fb55e4ba474a', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/738682182.jpg?k=975e6bea02efe07a253f172e339b54a330cdc95ef991f01e292e0685c1936d2c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/42867024.jpg?k=a119db33ef3cbaee7eed7847cf6cbca5cfbcdde97379cb82f02874bfe3eecaaa', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/483041771.jpg?k=c8f15a133ffc8ec641947233d49d8fafe47ec2769b1f2b72b6177bfd2f9d1ec5', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/308409216.jpg?k=f81752ed9074fdd7aed566b552d1b03aec0a056b4141df4bc1a03a3592d46c96', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/738682038.jpg?k=4efc618144cdd26ac5bdf16cb563d877312497bc41beddb97a332ece80e20f64']","The car parking and the Wi-Fi are always free, so you can stay in touch and come and go as you please. Conveniently situated in the Tempelhof part of Berlin, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor).","Columbiadamm 160, Tempelhof, Berlin, Germany, 10965",2.5,2.0,7.7,4034,37.0
Mercure Hotel Berlin City,https://www.agoda.com/en-gb/mercure-hotel-berlin-city/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/749884322.jpg?k=0e5e4ffc6206f52fe54ea271328c73d7a1734c70a8405e28d275aba8ca4d7e0e', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/483419007.jpg?k=c052e4b669059eb4dc119b463886e7202f26b994a3a1a68ca14e3e0e64d19aee', 'https://pix8.agoda.net/hotelImages/781/78139/78139_17040519040052144607.jpg?ca=6&ce=1', 'https://pix8.agoda.net/hotelImages/6770926/0/7468990f4e342d91876cae2c219911dd.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/6770926/0/477f958c0b6ca7f1a721eff0eb31cff8.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/781/78139/78139_17040519040052144600.jpg?ca=6&ce=1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/749884402.jpg?k=e75b7cd2475eab9277ad7a0ebf66c60f4e0a1a098b67f5a5f500d1fb1e114ba5', 'https://pix8.agoda.net/hotelImages/6770926/0/a2565d8a469234a7f27da6b800c50aa2.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/781/78139/78139_17040519040052144603.jpg?ca=6&ce=1', 'https://pix8.agoda.net/hotelImages/6770926/0/7e40cf32bed1eaafe792ab36b9b18db5.jpeg?ce=0', 'https://cdn6.agoda.net/images/icons/agoda-preferred.svg']","Make your best journey to Berlin with the promised standard of ALLSAFE, and enjoy free Wi-Fi in all rooms. Strategically situated in Mitte, allowing you access and proximity to local attractions and sights. Don't leave before paying a visit to the famous Brandenburg Gate (Brandenburger Tor). This 4-star property features restaurant to make your stay more indulgent and memorable.","Invalidenstrasse 38, Mitte, Berlin, Germany, 10115",0.0,4.0,8.4,4505,80.0
The Rix Studios & Suites,https://www.agoda.com/en-gb/the-rix-studios-suites-digital-check-in/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/574208874.jpg?k=96f7b9a74109ebcfec8ac9043a6fce88cacaa986b2d2ebec94ead1b190a0d687', 'https://pix8.agoda.net/property/47460889/758168245/51baf25a504083e270e20d6dfe08db25.jpeg?ce=0', 'https://pix8.agoda.net/property/69950755/0/a47d8985b20a087f3b85dee7f8d9a9f4.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/686084228.jpg?k=5033929c2d6dc2fa394eed57a4669026d9d7b9bcf8638032d5086084e7a5decd', 'https://pix8.agoda.net/property/47460889/794295521/4848b98a9358a350cd9d1dfa80454d45.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574208862.jpg?k=5ff248decfe0eeba263bd784f8204c6f472f8eb5aea7ba19701a2759a96207e3', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574208936.jpg?k=766f9b1a10633e760550d1fa65aa811b4f123e43de7b0e3058e2c15d3f14e31c', 'https://pix8.agoda.net/property/47460889/758168245/ec6d7ba166dbefcf65bbd2a810604fb4.jpeg?ce=0', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574208908.jpg?k=921217f2eaf6e1f362259fd25325ba4a7feb57e253937998eccad2a489a0d43c', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/574208960.jpg?k=dc24edb8aeb3643de531036bfbcc041ed31534bc45354e8d5b1fd1aa83569b47']","Conveniently situated in the Neukölln part of Berlin, this property puts you close to attractions and interesting dining options. This 3-star property is packed with in-house facilities to improve the quality and joy of your stay.","Saalestraße 72, Neukölln, Berlin, Germany, 12055",4.1,3.0,7.4,704,83.0
Hotel AMANO Grand Central,https://www.agoda.com/en-gb/hotel-amano-grand-central_4/hotel/all/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&tspTypes=2&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://q-xx.bstatic.com/xdata/images/hotel/max500/303680645.jpg?k=0b47622058a1f7424dc3c1831df9553b39a6a2e070de92b43aac6cdc08d1454d', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/665362569.jpg?k=a0e4dc4c880044f95909182d4d235ba8fe11ece4f7ac6a9099ff1e06974a9853', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/280794780.jpg?k=6266df25c061895fde051342eeedea1e86d764eb322d4e9657a4ee32677a1d30', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/55757331.jpg?k=6e70f0b8a9326a141d585514a63650d217fb0124500dda2c0bb322314a9473b1', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/303678186.jpg?k=93e693ca51775a77520a0b5861f287e1399e83fe0f62fd981c66336d0039f99f', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/84109096.jpg?k=cde04e395433d5444b8ed44ccb676c06cc4a618f5a797fa738135d2c2dd13a2f', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/303681003.jpg?k=d338655aa12e9ae6fb519bfca4f2b7715b70f8c5d2cc7574afb928d943f4c0ea', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/303681643.jpg?k=656b82fc3b1088edc1eda207188a5fc1f4e43892f616cbe5b32ffb7539181fbe', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/665362567.jpg?k=35809e3f9e6cec50201cd4dc05d76ee0e01bddac9ce48461e120cb9801c066b6', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/55757406.jpg?k=4d78b25a49e6f201219509b3b28df5f0fa8fe38b66903efbedbdad8a5edd2386']","Conveniently situated in the Mitte part of Berlin, this property puts you close to attractions and interesting dining options. This 3-star property is packed with in-house facilities to improve the quality and joy of your stay.","Heidestrasse 62, Mitte, Berlin, Germany, 10557",0.0,3.0,8.6,11380,81.0
Courtyard by Marriott Berlin City Center,https://www.agoda.com/en-gb/courtyard-berlin-city-center/hotel/berlin-de.html?countryId=101&finalPriceView=2&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-22&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=EUR&isFreeOccSearch=false&los=4&searchrequestid=7f217380-42bf-4196-a6ca-76c2b780d20f,"['https://cdn6.agoda.net/images/icons/mega-sales.svg', 'https://pix8.agoda.net/hotelImages/4862349/1016675057/8e6e075fa1484743bb1fc829db5d1a01.jpeg?ce=0', 'https://pix8.agoda.net/hotelImages/4862349/1153922293/4703841043edc5ed0e598e29c2b7a75e.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4862349/0/ed60e788d39a73d3001b09ed4245b383.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4862349/0/80cacf4371dc90d01c67aa7f4820e201.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/65838/-1/b6018a48dc9e702ff87f321f9afee191.jpg?ce=0', 'https://pix8.agoda.net/hotelImages/4862349/0/e11ddc3674971d8255a3df82af756340.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4862349/0/6ec9101b2b08d4ee13768c04223ffbe5.jpeg?ce=2', 'https://pix8.agoda.net/hotelImages/4862349/0/40f034bbfc17508deecdcff8d037f6cf.jpeg?ce=2', 'https://q-xx.bstatic.com/xdata/images/hotel/max500/703509399.jpg?k=e0215aacb0319868934bd707e2db35d70a17988837f5ad336680fdb98d7aee88', 'https://pix8.agoda.net/hotelImages/65838/-1/b172303cbdf3f2c934afc074c1089803.jpg?ce=0', 'https://cdn6.agoda.net/images/icons/mega-sales.svg']","Discover the perfect base for your Berlin adventure at Courtyard by Marriott Berlin City Center. Nestled in the vibrant Mitte district, this hotel offers a unique blend of historical charm and modern amenities. Guests can unwind in the exclusive fitness center and enjoy a relaxing moment at the inviting coffee shop. Modern rooms feature air conditioning and refrigerators, with some offering delightful outdoor views to enhance your stay. Explore iconic landmarks like Brandenburg Gate, just 805 meters away, and indulge in shopping at Die Hackeschen Höfe and the Mall of Berlin, all within walking distance. Ideal for two travelers seeking a memorable urban escape. [Some content may be Generative AI assisted. Inaccuracies may occur.]","55 Axel-Springer-Stra e, Mitte, Berlin, Germany, 10117",0.0,4.0,9.0,2826,128.0
